frame;detected_all;matched_all;total_ms_all;detect_ms_all;match_ms_all;detected_0;matched_0;total_ms_0;detect_ms_0;match_ms_0;detected_1;matched_1;total_ms_1;detect_ms_1;match_ms_1;detected_2;matched_2;total_ms_2;detect_ms_2;match_ms_2;detected_3;matched_3;total_ms_3;detect_ms_3;match_ms_3;
88;836;487;58.483;42.276;16.20793;39;10.799;8.583;2.216;246;145;16.417;11.453;4.964;247;159;15.403;10.878;4.525;250;144;15.864;11.362;4.502;
89;823;460;59.693;44.181;15.51281;44;10.349;8.445;1.904;243;132;19.06;14.597;4.463;249;144;14.759;10.235;4.524;250;140;15.525;10.904;4.621;
90;818;451;68.95;45.712;23.23877;39;11.144;9.191;1.953;242;127;16.787;11.114;5.673;249;146;15.761;10.464;5.297;250;139;25.258;14.943;10.315;
91;826;482;77.098;53.201;23.89780;39;16.851;13.375;3.476;248;143;25.853;17.319;8.534;248;158;18.597;11.782;6.815;250;142;15.797;10.725;5.072;
92;812;477;72.055;52.258;19.79773;43;17.6;13.675;3.925;245;132;18.41;13.865;4.545;244;151;16.77;12.299;4.471;250;151;19.275;12.419;6.856;
93;819;463;74.382;54.862;19.5274;39;18.35;14.845;3.505;247;137;21.207;15.425;5.782;248;154;17.355;12.388;4.967;250;133;17.47;12.204;5.266;
94;805;481;63.718;47.663;16.05578;44;11.989;9.921;2.068;238;146;19.629;15.427;4.202;239;150;15.224;10.567;4.657;250;141;16.876;11.748;5.128;
95;838;485;59.437;42.124;17.31395;51;12.118;9.804;2.314;247;151;16.234;11.234;5;246;144;14.575;9.746;4.829;250;139;16.51;11.34;5.17;
96;847;472;62.279;43.235;19.044104;54;10.488;8.349;2.139;246;139;15.14;10.548;4.592;247;142;16.382;9.582;6.8;250;137;20.269;14.756;5.513;
97;835;459;69.617;48.279;21.33899;49;11.405;8.849;2.556;243;134;21.631;16.539;5.092;243;133;20.008;12.257;7.751;250;143;16.573;10.634;5.939;
98;818;459;63.515;44.046;19.46984;49;10.823;8.476;2.347;243;122;16.176;10.871;5.305;241;136;19.615;12.173;7.442;250;152;16.901;12.526;4.375;
99;831;445;67.488;50.313;17.17595;47;12.398;9.86;2.538;243;114;22.118;15.97;6.148;243;134;17.445;13.574;3.871;250;150;15.527;10.909;4.618;
100;813;446;70.04;53.471;16.56985;49;16.895;14.159;2.736;248;120;22.451;17.471;4.98;230;126;15.682;11.142;4.54;250;151;15.012;10.699;4.313;
101;837;445;64.244;45.897;18.34798;46;12.277;9.018;3.259;249;124;20.41;15.318;5.092;240;132;15.884;11.281;4.603;250;143;15.673;10.28;5.393;
102;833;466;52.837;36.783;16.054106;52;10.501;7.675;2.826;241;128;14.404;9.838;4.566;236;140;13.615;9.401;4.214;250;146;14.317;9.869;4.448;
103;815;438;60.349;45.427;14.92286;42;13.982;11.918;2.064;244;120;14.816;10.445;4.371;235;131;13.456;9.286;4.17;250;145;18.095;13.778;4.317;
104;825;459;61.485;45.321;16.16494;53;12.242;10.056;2.186;242;130;16.99;12.11;4.88;239;130;14.541;10.26;4.281;250;146;17.712;12.895;4.817;
105;848;502;58.457;42.032;16.425120;56;12.541;9.78;2.761;246;139;15.608;11.092;4.516;236;148;14.314;10.096;4.218;246;159;15.994;11.064;4.93;
106;825;490;63.172;46.908;16.264100;58;10.485;8.122;2.363;241;134;17.698;13.117;4.581;234;141;17.378;13.204;4.174;250;157;17.611;12.465;5.146;
107;816;480;68.153;50.69;17.46393;50;15.417;12.513;2.904;241;136;19.584;15.156;4.428;232;137;16.516;11.715;4.801;250;157;16.636;11.306;5.33;
108;820;467;62.803;44.126;18.67799;50;12.381;9.152;3.229;244;134;19.024;14.263;4.761;227;134;14.983;10.255;4.728;250;149;16.415;10.456;5.959;
109;830;507;57.185;40.668;16.517102;64;11.721;9.446;2.275;243;141;14.457;10.418;4.039;235;143;14.981;9.975;5.006;250;159;16.026;10.829;5.197;
110;837;505;67.391;50.35;17.041104;57;14.772;12.348;2.424;246;143;17.162;11.8;5.362;237;151;17.148;12.53;4.618;250;154;18.309;13.672;4.637;
111;816;493;79.635;61.171;18.46487;51;17.298;13.653;3.645;242;147;23.755;18.61;5.145;237;149;18.33;13.419;4.911;250;146;20.252;15.489;4.763;
112;831;507;70.575;52.099;18.47698;50;9.946;8.045;1.901;242;145;15.12;11.184;3.936;241;147;19.289;15.325;3.964;250;165;26.22;17.545;8.675;
113;823;488;68.088;50.011;18.07798;54;14.449;12.451;1.998;243;135;20.554;15.671;4.883;232;149;15.246;10.496;4.75;250;150;17.839;11.393;6.446;
114;827;487;56.561;42.566;13.995101;56;9.96;7.891;2.069;241;141;14.384;10.271;4.113;235;137;16.749;12.713;4.036;250;153;15.468;11.691;3.777;
115;824;493;55.223;37.281;17.94297;51;10.391;8.387;2.004;245;144;14.564;9.438;5.126;232;145;14.168;9.233;4.935;250;153;16.1;10.223;5.877;
116;824;478;58.923;42.991;15.93299;53;10.948;8.649;2.299;242;125;17.978;12.834;5.144;233;155;14.367;10.032;4.335;250;145;15.63;11.476;4.154;
117;832;505;56.713;42.118;14.595104;59;10.973;8.774;2.199;243;151;13.803;9.332;4.471;235;144;13.091;9.195;3.896;250;151;18.846;14.817;4.029;
